"index","painting index","image source","title","season","episode","number of colors","youtube source","colors","color hex","black gesso","bright red","burnt umber","cadmium yellow","dark sienna","indian red","indian yellow","liquid black","liquid clear","midnight black","phthalo blue","phthalo green","prussian blue","sap green","titanium white","van dyke brown","yellow ochre","alizarin crimson"
"111","183","https://www.twoinchbrush.com/images/painting183.png","forest hills","9","7","11","https://www.youtube.com/embed/e3xw_zp238u","['alizarin crimson', 'bright red', 'cadmium yellow', 'dark sienna', 'indian yellow', 'midnight black\r\n\r\n', 'phthalo blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#ffec00', '#5f2e1f', '#ffb800', '#000000', '#0c0040', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","0","1","1","0","1","0","0","1","1","0","0","1","1","1","1","1"
"112","184","https://www.twoinchbrush.com/images/painting184.png","little house by the road","9","8","11","https://www.youtube.com/embed/3cdg_9gl-5m","['alizarin crimson', 'bright red', 'cadmium yellow', 'dark sienna', 'indian yellow', 'midnight black\r\n\r\n', 'phthalo blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#ffec00', '#5f2e1f', '#ffb800', '#000000', '#0c0040', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","0","1","1","0","1","0","0","1","1","0","0","1","1","1","1","1"
"113","185","https://www.twoinchbrush.com/images/painting185.png","mountain path","9","9","11","https://www.youtube.com/embed/e0vuprkc1n0","['alizarin crimson', 'bright red', 'cadmium yellow', 'dark sienna', 'indian yellow', 'midnight black\r\n\r\n', 'phthalo blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#ffec00', '#5f2e1f', '#ffb800', '#000000', '#0c0040', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","0","1","1","0","1","0","0","1","1","0","0","1","1","1","1","1"
"114","186","https://www.twoinchbrush.com/images/painting186.png","country charm","9","10","11","https://www.youtube.com/embed/9wp8nrzcjnw","['alizarin crimson', 'bright red', 'cadmium yellow', 'dark sienna', 'indian yellow', 'midnight black\r\n\r\n', 'phthalo blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#ffec00', '#5f2e1f', '#ffb800', '#000000', '#0c0040', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","0","1","1","0","1","0","0","1","1","0","0","1","1","1","1","1"
"115","187","https://www.twoinchbrush.com/images/painting187.png","nature's paradise","9","11","11","https://www.youtube.com/embed/7yu55puls2c","['alizarin crimson', 'bright red', 'cadmium yellow', 'dark sienna', 'indian yellow', 'midnight black\r\n\r\n', 'phthalo blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#ffec00', '#5f2e1f', '#ffb800', '#000000', '#0c0040', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","0","1","1","0","1","0","0","1","1","0","0","1","1","1","1","1"
"116","188","https://www.twoinchbrush.com/images/painting188.png","mountain by the sea","9","12","13","https://www.youtube.com/embed/so--opb-yuq","['alizarin crimson', 'bright red', 'cadmium yellow', 'dark sienna', 'liquid clear', 'midnight black\r\n\r\n', 'phthalo blue', 'phthalo green\r\n', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#ffec00', '#5f2e1f', '#ffffff', '#000000', '#0c0040', '#102e3c', '#021e44', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1"
"117","189","https://www.twoinchbrush.com/images/painting189.png","mountain hideaway","9","13","12","https://www.youtube.com/embed/q48ewprbzvs","['alizarin crimson', 'black gesso', 'bright red', 'cadmium yellow', 'dark sienna', 'indian yellow', 'midnight black\r\n\r\n', 'phthalo blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#000000', '#db0000', '#ffec00', '#5f2e1f', '#ffb800', '#000000', '#0c0040', '#0a3410', '#ffffff', '#221b15', '#c79b00']","1","1","0","1","1","0","1","0","0","1","1","0","0","1","1","1","1","1"
"118","163","https://www.twoinchbrush.com/images/painting163.png","towering peaks","10","1","13","https://www.youtube.com/embed/1s58rw0_ln4","['alizarin crimson', 'bright red', 'cadmium yellow', 'dark sienna', 'indian yellow', 'midnight black\r\n\r\n', 'phthalo blue', 'phthalo green\r\n', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#ffec00', '#5f2e1f', '#ffb800', '#000000', '#0c0040', '#102e3c', '#021e44', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","0","1","1","0","1","0","0","1","1","1","1","1","1","1","1","1"
"119","164","https://www.twoinchbrush.com/images/painting164.png","cabin at sunset","10","2","12","https://www.youtube.com/embed/a6wil3oxnui","['alizarin crimson', 'bright red', 'cadmium yellow', 'dark sienna', 'indian yellow', 'midnight black\r\n\r\n', 'phthalo blue', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#ffec00', '#5f2e1f', '#ffb800', '#000000', '#0c0040', '#021e44', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","0","1","1","0","1","0","0","1","1","0","1","1","1","1","1","1"
"120","165","https://www.twoinchbrush.com/images/painting165.png","twin falls","10","3","12","https://www.youtube.com/embed/cmwky8ojrik","['alizarin crimson', 'bright red', 'cadmium yellow', 'dark sienna', 'indian yellow', 'midnight black\r\n\r\n', 'phthalo blue', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#ffec00', '#5f2e1f', '#ffb800', '#000000', '#0c0040', '#021e44', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","0","1","1","0","1","0","0","1","1","0","1","1","1","1","1","1"
"121","166","https://www.twoinchbrush.com/images/painting166.png","secluded bridge","10","4","12","https://www.youtube.com/embed/vramrxbb5ki","['alizarin crimson', 'bright red', 'cadmium yellow', 'dark sienna', 'indian yellow', 'midnight black\r\n\r\n', 'phthalo blue', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#ffec00', '#5f2e1f', '#ffb800', '#000000', '#0c0040', '#021e44', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","0","1","1","0","1","0","0","1","1","0","1","1","1","1","1","1"
"122","167","https://www.twoinchbrush.com/images/painting167.png","ocean breeze","10","5","12","https://www.youtube.com/embed/xzmdzfvxruw","['alizarin crimson', 'black gesso', 'bright red', 'cadmium yellow', 'dark sienna', 'midnight black\r\n\r\n', 'phthalo blue', 'phthalo green\r\n', 'prussian blue', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#000000', '#db0000', '#ffec00', '#5f2e1f', '#000000', '#0c0040', '#102e3c', '#021e44', '#ffffff', '#221b15', '#c79b00']","1","1","0","1","1","0","0","0","0","1","1","1","1","0","1","1","1","1"
"123","168","https://www.twoinchbrush.com/images/painting168.png","autumn woods","10","6","12","https://www.youtube.com/embed/vkymu5z8cdi","['alizarin crimson', 'bright red', 'cadmium yellow', 'dark sienna', 'indian yellow', 'midnight black\r\n\r\n', 'phthalo blue', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#ffec00', '#5f2e1f', '#ffb800', '#000000', '#0c0040', '#021e44', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","0","1","1","0","1","0","0","1","1","0","1","1","1","1","1","1"
"124","170","https://www.twoinchbrush.com/images/painting170.png","winter solitude","10","7","7","https://www.youtube.com/embed/ov4yacqb9co","['alizarin crimson', 'bright red', 'dark sienna', 'midnight black\r\n\r\n', 'phthalo blue', 'titanium white', 'van dyke brown']","['#4e1500', '#db0000', '#5f2e1f', '#000000', '#0c0040', '#ffffff', '#221b15']","0","1","0","0","1","0","0","0","0","1","1","0","0","0","1","1","0","1"
"125","171","https://www.twoinchbrush.com/images/painting171.png","golden sunset","10","8","12","https://www.youtube.com/embed/cindyckerxq","['alizarin crimson', 'black gesso', 'bright red', 'cadmium yellow', 'dark sienna', 'indian yellow', 'midnight black\r\n\r\n', 'phthalo blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#000000', '#db0000', '#ffec00', '#5f2e1f', '#ffb800', '#000000', '#0c0040', '#0a3410', '#ffffff', '#221b15', '#c79b00']","1","1","0","1","1","0","1","0","0","1","1","0","0","1","1","1","1","1"
"126","172","https://www.twoinchbrush.com/images/painting172.png","mountain oval","10","9","11","https://www.youtube.com/embed/qj6lmtnct8o","['bright red', 'cadmium yellow', 'dark sienna', 'indian yellow', 'midnight black\r\n\r\n', 'phthalo blue', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#db0000', '#ffec00', '#5f2e1f', '#ffb800', '#000000', '#0c0040', '#021e44', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","0","1","1","0","1","0","0","1","1","0","1","1","1","1","1","0"
"127","173","https://www.twoinchbrush.com/images/painting173.png","ocean sunset","10","10","12","https://www.youtube.com/embed/oj_xqtvzf3o","['alizarin crimson', 'bright red', 'cadmium yellow', 'dark sienna', 'indian yellow', 'liquid clear', 'midnight black\r\n\r\n', 'phthalo blue', 'prussian blue', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#ffec00', '#5f2e1f', '#ffb800', '#ffffff', '#000000', '#0c0040', '#021e44', '#ffffff', '#221b15', '#c79b00']","0","1","0","1","1","0","1","0","1","1","1","0","1","0","1","1","1","1"
"128","174","https://www.twoinchbrush.com/images/painting174.png","triple view","10","11","12","https://www.youtube.com/embed/zoteyliln5o","['alizarin crimson', 'bright red', 'cadmium yellow', 'dark sienna', 'indian yellow', 'midnight black\r\n\r\n', 'phthalo blue', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#ffec00', '#5f2e1f', '#ffb800', '#000000', '#0c0040', '#021e44', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","0","1","1","0","1","0","0","1","1","0","1","1","1","1","1","1"
"129","175","https://www.twoinchbrush.com/images/painting175.png","winter frost","10","12","9","https://www.youtube.com/embed/8satx-hlkui","['alizarin crimson', 'bright red', 'cadmium yellow', 'dark sienna', 'midnight black\r\n\r\n', 'phthalo blue', 'prussian blue', 'titanium white', 'van dyke brown']","['#4e1500', '#db0000', '#ffec00', '#5f2e1f', '#000000', '#0c0040', '#021e44', '#ffffff', '#221b15']","0","1","0","1","1","0","0","0","0","1","1","0","1","0","1","1","0","1"
"130","176","https://www.twoinchbrush.com/images/painting176.png","lakeside cabin","10","13","12","https://www.youtube.com/embed/1l_tsfcib_i","['alizarin crimson', 'bright red', 'cadmium yellow', 'dark sienna', 'indian yellow', 'midnight black\r\n\r\n', 'phthalo blue', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#ffec00', '#5f2e1f', '#ffb800', '#000000', '#0c0040', '#021e44', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","0","1","1","0","1","0","0","1","1","0","1","1","1","1","1","1"
"131","150","https://www.twoinchbrush.com/images/painting150.png","mountain stream","11","1","12","https://www.youtube.com/embed/xdfcj6bzqio","['alizarin crimson', 'bright red', 'cadmium yellow', 'dark sienna', 'indian yellow', 'midnight black\r\n\r\n', 'phthalo blue', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#ffec00', '#5f2e1f', '#ffb800', '#000000', '#0c0040', '#021e44', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","0","1","1","0","1","0","0","1","1","0","1","1","1","1","1","1"
"132","151","https://www.twoinchbrush.com/images/painting151.png","country cabin","11","2","7","https://www.youtube.com/embed/dkww2nhpuzw","['alizarin crimson', 'bright red', 'dark sienna', 'midnight black\r\n\r\n', 'prussian blue', 'titanium white', 'van dyke brown']","['#4e1500', '#db0000', '#5f2e1f', '#000000', '#021e44', '#ffffff', '#221b15']","0","1","0","0","1","0","0","0","0","1","0","0","1","0","1","1","0","1"
"133","152","https://www.twoinchbrush.com/images/painting152.png","daisy delight","11","3","10","https://www.youtube.com/embed/huhc1rqtvda","['alizarin crimson', 'cadmium yellow', 'dark sienna', 'liquid clear', 'midnight black\r\n\r\n', 'phthalo blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#ffec00', '#5f2e1f', '#ffffff', '#000000', '#0c0040', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","0","0","1","1","0","0","0","1","1","1","0","0","1","1","1","1","1"
"134","153","https://www.twoinchbrush.com/images/painting153.png","hidden stream","11","4","12","https://www.youtube.com/embed/jgztg8fcj4w","['alizarin crimson', 'bright red', 'cadmium yellow', 'dark sienna', 'indian yellow', 'midnight black\r\n\r\n', 'phthalo blue', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#ffec00', '#5f2e1f', '#ffb800', '#000000', '#0c0040', '#021e44', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","0","1","1","0","1","0","0","1","1","0","1","1","1","1","1","1"
"135","154","https://www.twoinchbrush.com/images/painting154.png","towering glacier","11","5","12","https://www.youtube.com/embed/67vdgba3xkg","['alizarin crimson', 'black gesso', 'bright red', 'cadmium yellow', 'dark sienna', 'indian yellow', 'midnight black\r\n\r\n', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#000000', '#db0000', '#ffec00', '#5f2e1f', '#ffb800', '#000000', '#021e44', '#0a3410', '#ffffff', '#221b15', '#c79b00']","1","1","0","1","1","0","1","0","0","1","0","0","1","1","1","1","1","1"
"136","155","https://www.twoinchbrush.com/images/painting155.png","oval barn","11","6","6","https://www.youtube.com/embed/hqbhcibidnm","['bright red', 'dark sienna', 'midnight black\r\n\r\n', 'prussian blue', 'titanium white', 'van dyke brown']","['#db0000', '#5f2e1f', '#000000', '#021e44', '#ffffff', '#221b15']","0","1","0","0","1","0","0","0","0","1","0","0","1","0","1","1","0","0"
"137","156","https://www.twoinchbrush.com/images/painting156.png","lakeside path","11","7","12","https://www.youtube.com/embed/1yjgojokbzg","['alizarin crimson', 'bright red', 'cadmium yellow', 'dark sienna', 'indian yellow', 'midnight black\r\n\r\n', 'phthalo blue', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#ffec00', '#5f2e1f', '#ffb800', '#000000', '#0c0040', '#021e44', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","0","1","1","0","1","0","0","1","1","0","1","1","1","1","1","1"
"138","157","https://www.twoinchbrush.com/images/painting157.png","sunset oval","11","8","11","https://www.youtube.com/embed/9xg6izcgoti","['alizarin crimson', 'bright red', 'cadmium yellow', 'dark sienna', 'indian yellow', 'midnight black\r\n\r\n', 'phthalo blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#ffec00', '#5f2e1f', '#ffb800', '#000000', '#0c0040', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","0","1","1","0","1","0","0","1","1","0","0","1","1","1","1","1"
"139","158","https://www.twoinchbrush.com/images/painting158.png","winter barn","11","9","6","https://www.youtube.com/embed/_xkn0cedreo","['alizarin crimson', 'dark sienna', 'midnight black\r\n\r\n', 'phthalo blue', 'titanium white', 'van dyke brown']","['#4e1500', '#5f2e1f', '#000000', '#0c0040', '#ffffff', '#221b15']","0","0","0","0","1","0","0","0","0","1","1","0","0","0","1","1","0","1"
"140","159","https://www.twoinchbrush.com/images/painting159.png","sunset over the waves","11","10","10","https://www.youtube.com/embed/c4b_b2f1ezg","['alizarin crimson', 'black gesso', 'bright red', 'cadmium yellow', 'dark sienna', 'indian yellow', 'midnight black\r\n\r\n', 'phthalo blue', 'titanium white', 'van dyke brown']","['#4e1500', '#000000', '#db0000', '#ffec00', '#5f2e1f', '#ffb800', '#000000', '#0c0040', '#ffffff', '#221b15']","1","1","0","1","1","0","1","0","0","1","1","0","0","0","1","1","0","1"
"141","160","https://www.twoinchbrush.com/images/painting160.png","golden glow","11","11","8","https://www.youtube.com/embed/aa8rhtawaca","['cadmium yellow', 'dark sienna', 'indian yellow', 'liquid clear', 'prussian blue', 'titanium white', 'van dyke brown', 'yellow ochre']","['#ffec00', '#5f2e1f', '#ffb800', '#ffffff', '#021e44', '#ffffff', '#221b15', '#c79b00']","0","0","0","1","1","0","1","0","1","0","0","0","1","0","1","1","1","0"
"142","161","https://www.twoinchbrush.com/images/painting161.png","roadside barn","11","12","11","https://www.youtube.com/embed/vjpkhixvxda","['alizarin crimson', 'bright red', 'cadmium yellow', 'dark sienna', 'indian yellow', 'midnight black\r\n\r\n', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#ffec00', '#5f2e1f', '#ffb800', '#000000', '#021e44', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","0","1","1","0","1","0","0","1","0","0","1","1","1","1","1","1"
"143","162","https://www.twoinchbrush.com/images/painting162.png","happy accident","11","13","11","https://www.youtube.com/embed/fw6odlnp7_8","['alizarin crimson', 'bright red', 'cadmium yellow', 'dark sienna', 'indian yellow', 'midnight black\r\n\r\n', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#ffec00', '#5f2e1f', '#ffb800', '#000000', '#021e44', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","0","1","1","0","1","0","0","1","0","0","1","1","1","1","1","1"
"144","137","https://www.twoinchbrush.com/images/painting137.png","golden knoll","12","1","7","https://www.youtube.com/embed/-o0bs65en5w","['cadmium yellow', 'dark sienna', 'indian yellow', 'midnight black\r\n\r\n', 'titanium white', 'van dyke brown', 'yellow ochre']","['#ffec00', '#5f2e1f', '#ffb800', '#000000', '#ffffff', '#221b15', '#c79b00']","0","0","0","1","1","0","1","0","0","1","0","0","0","0","1","1","1","0"
"145","138","https://www.twoinchbrush.com/images/painting138.png","mountain reflections","12","2","12","https://www.youtube.com/embed/rzypa4xgsna","['alizarin crimson', 'bright red', 'cadmium yellow', 'dark sienna', 'indian yellow', 'midnight black\r\n\r\n', 'phthalo blue', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#ffec00', '#5f2e1f', '#ffb800', '#000000', '#0c0040', '#021e44', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","0","1","1","0","1","0","0","1","1","0","1","1","1","1","1","1"
"146","139","https://www.twoinchbrush.com/images/painting139.png","secluded mountain","12","3","13","https://www.youtube.com/embed/3pzabdohlso","['alizarin crimson', 'bright red', 'cadmium yellow', 'dark sienna', 'indian yellow', 'midnight black\r\n\r\n', 'phthalo blue', 'phthalo green\r\n', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#ffec00', '#5f2e1f', '#ffb800', '#000000', '#0c0040', '#102e3c', '#021e44', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","0","1","1","0","1","0","0","1","1","1","1","1","1","1","1","1"
"147","140","https://www.twoinchbrush.com/images/painting140.png","bright autumn trees","12","4","13","https://www.youtube.com/embed/ar-c3h5zurm","['alizarin crimson', 'bright red', 'cadmium yellow', 'dark sienna', 'indian yellow', 'liquid black', 'midnight black\r\n\r\n', 'phthalo green\r\n', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#ffec00', '#5f2e1f', '#ffb800', '#000000', '#000000', '#102e3c', '#021e44', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","0","1","1","0","1","1","0","1","0","1","1","1","1","1","1","1"
"148","141","https://www.twoinchbrush.com/images/painting141.png","black seascape","12","5","9","https://www.youtube.com/embed/p_acan4cbwc","['black gesso', 'bright red', 'cadmium yellow', 'dark sienna', 'midnight black\r\n\r\n', 'phthalo blue', 'phthalo green\r\n', 'titanium white', 'van dyke brown']","['#000000', '#db0000', '#ffec00', '#5f2e1f', '#000000', '#0c0040', '#102e3c', '#ffffff', '#221b15']","1","1","0","1","1","0","0","0","0","1","1","1","0","0","1","1","0","0"
"149","142","https://www.twoinchbrush.com/images/painting142.png","steep mountains","12","6","12","https://www.youtube.com/embed/frk8_ioyww4","['alizarin crimson', 'bright red', 'cadmium yellow', 'dark sienna', 'indian yellow', 'midnight black\r\n\r\n', 'phthalo blue', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#ffec00', '#5f2e1f', '#ffb800', '#000000', '#0c0040', '#021e44', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","0","1","1","0","1","0","0","1","1","0","1","1","1","1","1","1"
"150","143","https://www.twoinchbrush.com/images/painting143.png","quiet mountains river","12","7","12","https://www.youtube.com/embed/leiw-ftadzc","['alizarin crimson', 'bright red', 'cadmium yellow', 'dark sienna', 'indian yellow', 'midnight black\r\n\r\n', 'phthalo blue', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#ffec00', '#5f2e1f', '#ffb800', '#000000', '#0c0040', '#021e44', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","0","1","1","0","1","0","0","1","1","0","1","1","1","1","1","1"
"151","144","https://www.twoinchbrush.com/images/painting144.png","evening waterfall","12","8","11","https://www.youtube.com/embed/putvf_p4588","['black gesso', 'bright red', 'cadmium yellow', 'dark sienna', 'indian yellow', 'midnight black\r\n\r\n', 'phthalo blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#000000', '#db0000', '#ffec00', '#5f2e1f', '#ffb800', '#000000', '#0c0040', '#0a3410', '#ffffff', '#221b15', '#c79b00']","1","1","0","1","1","0","1","0","0","1","1","0","0","1","1","1","1","0"
"152","145","https://www.twoinchbrush.com/images/painting145.png","tropical seascape","12","9","12","https://www.youtube.com/embed/rrbsbqo9aqi","['alizarin crimson', 'bright red', 'cadmium yellow', 'dark sienna', 'indian yellow', 'liquid clear', 'midnight black\r\n\r\n', 'phthalo blue', 'prussian blue', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#ffec00', '#5f2e1f', '#ffb800', '#ffffff', '#000000', '#0c0040', '#021e44', '#ffffff', '#221b15', '#c79b00']","0","1","0","1","1","0","1","0","1","1","1","0","1","0","1","1","1","1"
"153","146","https://www.twoinchbrush.com/images/painting146.png","mountain at sunset","12","10","13","https://www.youtube.com/embed/hcscatvigtw","['alizarin crimson', 'bright red', 'cadmium yellow', 'dark sienna', 'indian yellow', 'liquid clear', 'midnight black\r\n\r\n', 'phthalo blue', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#ffec00', '#5f2e1f', '#ffb800', '#ffffff', '#000000', '#0c0040', '#021e44', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","0","1","1","0","1","0","1","1","1","0","1","1","1","1","1","1"
"154","147","https://www.twoinchbrush.com/images/painting147.png","soft mountain glow","12","11","12","https://www.youtube.com/embed/gogjyhwjxge","['alizarin crimson', 'bright red', 'cadmium yellow', 'dark sienna', 'indian yellow', 'midnight black\r\n\r\n', 'phthalo blue', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#ffec00', '#5f2e1f', '#ffb800', '#000000', '#0c0040', '#021e44', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","0","1","1","0","1","0","0","1","1","0","1","1","1","1","1","1"
"155","148","https://www.twoinchbrush.com/images/painting148.png","mountain in an oval","12","12","11","https://www.youtube.com/embed/1jrpshs27h8","['alizarin crimson', 'bright red', 'cadmium yellow', 'dark sienna', 'indian yellow', 'midnight black\r\n\r\n', 'phthalo blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#ffec00', '#5f2e1f', '#ffb800', '#000000', '#0c0040', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","0","1","1","0","1","0","0","1","1","0","0","1","1","1","1","1"
"156","149","https://www.twoinchbrush.com/images/painting149.png","winter mountain","12","13","7","https://www.youtube.com/embed/46vi20697hi","['alizarin crimson', 'bright red', 'midnight black\r\n\r\n', 'phthalo blue', 'prussian blue', 'titanium white', 'van dyke brown']","['#4e1500', '#db0000', '#000000', '#0c0040', '#021e44', '#ffffff', '#221b15']","0","1","0","0","0","0","0","0","0","1","1","0","1","0","1","1","0","1"
"157","124","https://www.twoinchbrush.com/images/painting124.png","rolling hills","13","1","12","https://www.youtube.com/embed/h4gygrt7leq","['alizarin crimson', 'bright red', 'cadmium yellow', 'dark sienna', 'indian yellow', 'midnight black\r\n\r\n', 'phthalo blue', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#ffec00', '#5f2e1f', '#ffb800', '#000000', '#0c0040', '#021e44', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","0","1","1","0","1","0","0","1","1","0","1","1","1","1","1","1"
"158","125","https://www.twoinchbrush.com/images/painting125.png","frozen solitude","13","2","5","https://www.youtube.com/embed/knzssd9zwlw","['dark sienna', 'midnight black\r\n\r\n', 'prussian blue', 'titanium white', 'van dyke brown']","['#5f2e1f', '#000000', '#021e44', '#ffffff', '#221b15']","0","0","0","0","1","0","0","0","0","1","0","0","1","0","1","1","0","0"
"159","126","https://www.twoinchbrush.com/images/painting126.png","meadow brook","13","3","13","https://www.youtube.com/embed/06w8gswj2yg","['alizarin crimson', 'bright red', 'cadmium yellow', 'dark sienna', 'indian yellow', 'midnight black\r\n\r\n', 'phthalo blue', 'phthalo green\r\n', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#ffec00', '#5f2e1f', '#ffb800', '#000000', '#0c0040', '#102e3c', '#021e44', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","0","1","1","0","1","0","0","1","1","1","1","1","1","1","1","1"
"160","127","https://www.twoinchbrush.com/images/painting127.png","evening at sunset","13","4","12","https://www.youtube.com/embed/7zuqtxudpai","['alizarin crimson', 'black gesso', 'bright red', 'cadmium yellow', 'dark sienna', 'indian yellow', 'midnight black\r\n\r\n', 'phthalo blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#000000', '#db0000', '#ffec00', '#5f2e1f', '#ffb800', '#000000', '#0c0040', '#0a3410', '#ffffff', '#221b15', '#c79b00']","1","1","0","1","1","0","1","0","0","1","1","0","0","1","1","1","1","1"
"161","128","https://www.twoinchbrush.com/images/painting128.png","mountain view","13","5","11","https://www.youtube.com/embed/djfnaydlwpy","['alizarin crimson', 'bright red', 'cadmium yellow', 'dark sienna', 'indian yellow', 'midnight black\r\n\r\n', 'phthalo blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#ffec00', '#5f2e1f', '#ffb800', '#000000', '#0c0040', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","0","1","1","0","1","0","0","1","1","0","0","1","1","1","1","1"
